Time,BMP,Spo2
2025-06-09 14:56:58,93.0,-999.0
2025-06-09 14:56:58,83.5,57.7638
2025-06-09 14:56:58,74.0,57.7638
2025-06-09 14:56:58,64.5,57.7638
2025-06-09 14:56:58,54.5,57.7638
2025-06-09 14:56:58,53.5,57.7638
2025-06-09 14:56:58,52.5,57.7638
2025-06-09 14:56:58,51.5,57.7638
2025-06-09 14:56:58,43.0,-999.0
2025-06-09 14:56:58,105.25,97.802616
2025-06-09 14:56:59,167.5,97.802616
2025-06-09 14:56:59,229.75,97.802616
2025-06-09 14:56:59,300.0,97.802616
2025-06-09 14:56:59,300.0,97.802616
2025-06-09 14:56:59,300.0,97.802616
2025-06-09 14:56:59,300.0,97.802616
2025-06-09 14:56:59,287.5,45.679025999999986
2025-06-09 14:56:59,275.0,45.679025999999986
2025-06-09 14:56:59,262.5,45.679025999999986
2025-06-09 14:56:59,241.0,69.81524999999999
2025-06-09 14:56:59,232.0,69.81524999999999
2025-06-09 14:56:59,223.0,69.81524999999999
2025-06-09 14:56:59,207.25,71.982216
2025-06-09 14:56:59,216.25,68.32554599999999
2025-06-09 14:56:59,225.25,68.32554599999999
2025-06-09 14:56:59,234.25,68.32554599999999
2025-06-09 14:56:59,250.0,69.81524999999999
2025-06-09 14:56:59,241.0,69.81524999999999
2025-06-09 14:56:59,225.25,69.81524999999999
2025-06-09 14:56:59,209.5,69.81524999999999
2025-06-09 14:56:59,193.75,69.81524999999999
2025-06-09 14:56:59,202.75,9.443249999999992
2025-06-09 14:56:59,218.5,9.443249999999992
2025-06-09 14:56:59,234.25,9.443249999999992
2025-06-09 14:56:59,241.0,9.443249999999992
2025-06-09 14:57:00,232.0,9.443249999999992
2025-06-09 14:57:00,223.0,9.443249999999992
2025-06-09 14:57:00,223.0,9.443249999999992
2025-06-09 14:57:00,232.0,9.443249999999992
2025-06-09 14:57:00,241.0,9.443249999999992
2025-06-09 14:57:00,241.0,9.443249999999992
2025-06-09 14:57:00,232.0,9.443249999999992
2025-06-09 14:57:00,223.0,9.443249999999992
2025-06-09 14:57:00,223.0,9.443249999999992
2025-06-09 14:57:00,232.0,9.443249999999992
